geneName	geneChromosome	strand	exonNumber	geneLength
Atg14	chr14	-	10	341
Atg16l1	chr1	+	19	310
Atg16l2	chr7	-	18	209
Atg2a	chr19	+	40	617
Atg2b	chr12	-	42	1002
Atg3	chr16	+	12	196
Atg4a	chrX	+	13	213
Atg4b	chr1	+	13	291
Atg4c	chr4	+	11	313
Atg4d	chr9	+	10	249
Atg5	chr10	+	8	230
Atg7	chr6	+	19	297
Atg9a	chr1	-	16	369
Atg9b	chr5	-	14	385
Athl1	chr7	+	14	293
Atic	chr1	+	16	252
Atl1	chr12	+	15	274
Atl2	chr17	-	13	355
Atl3	chr19	+	14	664
Atm	chr9	-	64	1165
Atmin	chr8	+	4	486
Atn1	chr6	-	10	436
Atoh1	chr6	+	1	209
Atoh7	chr10	+	1	45
Atoh8	chr6	-	3	234
Atox1	chr11	-	4	42
Atp10a	chr7	+	21	537
Atp10b	chr11	+	23	679
Atp10d	chr5	+	23	593
Atp11a	chr8	+	29	732
Atp11b	chr3	+	30	473
Atp11c	chrX	-	30	593
Atp12a	chr14	+	23	385
Atp13a1	chr8	+	26	380
Atp13a2	chr4	+	29	422
Atp13a3	chr16	-	34	718
Atp13a4	chr16	-	32	437
Atp13a5	chr16	-	30	441
Atp1a1	chr3	-	23	360
Atp1a2	chr1	-	23	613
Atp1a3	chr7	-	22	379
Atp1a4	chr1	-	23	339
Atp1b1	chr1	-	6	239
Atp1b2	chr11	-	7	292
Atp1b3	chr9	-	7	179
Atp1b4	chrX	+	8	402
Atp2a1	chr7	-	23	331
Atp2a2	chr5	-	21	562
Atp2a3	chr11	+	22	449
Atp2b1	chr10	+	21	704
Atp2b2	chr6	-	23	711
Atp2b3	chrX	+	21	438
Atp2b4	chr1	-	21	638
Atp2c1	chr9	-	28	471
Atp2c2	chr8	+	27	309
Atp4a	chr7	+	22	335
Atp4b	chr8	-	7	129
Atp5a1	chr18	+	12	237
Atp5b	chr10	+	10	184
Atp5c1	chr2	-	10	175
Atp5d	chr10	+	4	91
Atp5e	chr2	-	3	40
Atp5f1	chr3	-	9	143
Atp5g1	chr11	-	5	83
Atp5g2	chr15	-	5	63
Atp5g3	chr2	-	5	65
Atp5h	chr11	-	6	55
Atp5j	chr16	-	5	73
Atp5j2	chr5	-	4	46
Atp5k	chr5	-	4	27
Atp5l	chr9	-	3	50
Atp5o	chr16	-	7	75
Atp5s	chr12	+	5	147
Atp5sl	chr7	+	6	237
Atp6ap1	chrX	+	10	213
Atp6ap1l	chr13	-	7	115
Atp6ap2	chrX	+	9	234
Atp6v0a1	chr11	+	22	391
Atp6v0a2	chr5	+	20	292
Atp6v0a4	chr6	-	21	318
Atp6v0b	chr4	-	8	97
Atp6v0c	chr17	-	3	114
Atp6v0c-ps2	chr17	-	3	111
Atp6v0d1	chr8	-	8	157
Atp6v0d2	chr4	-	8	246
Atp6v0e	chr17	+	4	78
Atp6v0e2	chr6	+	4	181
Atp6v1a	chr16	-	15	387
Atp6v1b1	chr6	+	14	187
Atp6v1b2	chr8	+	14	268
Atp6v1c1	chr15	+	13	203
Atp6v1c2	chr12	-	15	152
Atp6v1d	chr12	-	9	136
Atp6v1e1	chr6	-	9	116
Atp6v1e2	chr17	-	2	100
Atp6v1f	chr6	+	2	63
Atp6v1g1	chr4	+	3	108
Atp6v1g2	chr17	+	3	149
Atp6v1g3	chr1	+	3	188
Atp6v1h	chr1	+	14	191
Atp7a	chrX	+	23	804
Atp7b	chr8	-	21	461
Atp8a1	chr5	-	38	808
Atp8a2	chr14	-	36	352
Atp8b1	chr18	-	28	630
Atp8b2	chr3	-	28	556
Atp8b3	chr10	-	28	427
Atp8b4	chr2	-	28	537
Atp8b5	chr4	+	29	432
Atp9a	chr2	-	28	340
Atp9b	chr18	-	30	529
Atpaf1	chr4	+	9	210
Atpaf2	chr11	-	8	182
Atpbd4	chr2	-	9	265
Atpif1	chr4	-	3	52
Atr	chr9	+	47	790
Atrip	chr9	-	13	253
Atrn	chr2	+	29	860
Atrnl1	chr19	+	29	641
Atrx	chrX	-	35	1009
Atxn1	chr13	-	8	1057
Atxn10	chr15	+	12	237
Atxn1l	chr8	-	4	750
Atxn2	chr5	+	25	436
Atxn2l	chr7	-	23	365
Atxn3	chr12	-	11	535
Atxn7	chr14	+	12	680
Atxn7l1	chr12	+	12	423
Atxn7l2	chr3	-	12	295
Atxn7l3	chr11	-	13	364
Atxn7l3b	chr10	-	1	359
AU015228	chr2	+	1	2982
AU015836	chrX	+	3	3000
AU018091	chr7	-	12	3448
AU018829	chr5	+	8	5802
AU018829	chr5_random	-	4	2901
AU018829	chrUn_random	-|+	12	8703
AU019823	chr9	-	7	3343
AU019990	chr2	+	7	2494
AU021034	chr14	-	4	2238
AU021092	chr16	-	8	1372
AU022252	chr4	-	5	1867
AU022751	chrX	-	1	2203
AU022754	chr15	+	5	2976
AU023762	chr9	-	5	2179
AU023871	chr17	-	6	2382
AU040320	chr4	+	25	4982
AU041133	chr10	+	4	2634
Auh	chr13	-	10	1345
Aup1	chr6	+	12	1511
Aurka	chr2	-	9	1905
Aurkaip1	chr4	+	4	793
Aurkb	chr11	+	8	1957
Aurkc	chr7	+	7	1438
Auts2	chr5	-	19	600
AV039307	chr2	+	5	1332
AV051173	chr4	-	3	624
AV320801	chrX	-|+	10	7396
Aven	chr2	+	7	1521
Avil	chr10	+	20	3033
Avl9	chr6	+	16	6691
Avp	chr2	-	3	507
Avpi1	chr19	-	3	976
Avpr1a	chr10	+	2	2671
Avpr1b	chr1	+	2	4148
Avpr2	chrX	+	3	1811
AW011738	chr4	+	1	2745
AW046200	chr8	+	4	1498
AW112010	chr19	-	3	775
AW146020	chr6	+	17	3375
AW146154	chr7	-	4	3411
AW209491	chr13	+	2	2023
AW549877	chr15	-	6	5084
AW551984	chr9	-	21	4419
AW554918	chr18	+	11	5351
AW555464	chr12	+	19	6640
Awat1	chrX	+	7	137
Awat2	chrX	-	7	157
Axin1	chr17	+	11	3779
Axin2	chr11	+	11	4258
Axl	chr7	-	20	5084
AY026312	chr16	-	1	461
AY074887	chr9	-	1	698
AY358078	chr14	+	9	1461
AY512915	chr6	-	4	3653
AY512931	chr8	-	5	2395
AY761184	chr8	-	2	500
AY761185	chr8	-	2	486
AY761185	chr8_random	+	2	484
Aym1	chr5	+	1	528
Azgp1	chr5	+	4	1314
Azi1	chr11	-	26	3578
Azi2	chr9	+	8	4773
Azin1	chr15	-	13	5028
B020004J07Rik	chr4	-	4	1975
B020018G12Rik	chr1	-	1	1341
B020031M17Rik	chrUn_random	-	2	925
B130006D01Rik	chr11	+	1	3188
B130034C11Rik	chr16	+	3	1406
B230118H07Rik	chr2	-	7	2269
B230120H23Rik	chr2	+	21	9110
B230206F22Rik	chrX	-	13	7491
B230206H07Rik	chr7	-	2	2935
B230208H11Rik	chr10	-	4	1182
B230208H17Rik	chr2	-	15	3155
B230209K01Rik	chr1	+	5	1580
B230216N24Rik	chr1	-	3	1178
B230217C12Rik	chr11	+	3	1189
B230217O12Rik	chr19	-	3	1954
B230219D22Rik	chr13	+	2	4652
B230312A22Rik	chr4	-	9	2961
B230312C02Rik	chr2	-	7	1336
B230314j19	chr10	-	4	5486
B230319C09Rik	chr6	+	3	1689
B230323A14Rik	chr9	+	5	1635
B230378P21Rik	chr6	+	2	1909
B2m	chr2	+	4	858
B330016D10Rik	chr4	+	1	2152
B3galnt1	chr3	-	3	189
B3galnt2	chr13	+	12	362
B3galt1	chr2	+	1	497
B3galt2	chr1	+	2	457
B3galt4	chr17	-	1	157
B3galt5	chr16	+	5	531
B3galt6	chr4	-	1	321
B3galtl	chr5	+	15	451
B3gat1	chr9	+	5	340
B3gat2	chr1	+	4	433
B3gat3	chr19	+	5	157
B3gnt1	chr19	+	2	202
B3gnt2	chr11	-	3	280
B3gnt3	chr8	-	3	209
B3gnt4	chr5	+	1	142
B3gnt5	chr16	+	6	485
B3gnt6	chr7	-	2	236
B3gnt7	chr1	+	2	259
B3gnt8	chr7	+	1	186
B3gnt9-ps	chr8	-	2	232
B3gntl1	chr11	-	13	278
B430010I23Rik	chr8	+	3	2349
B430212C06Rik	chr18	-	4	2623
B430306N03Rik	chr17	+	6	3462
B430319G15Rik	chr9	-	1	4069
B4galnt1	chr10	+	11	253
B4galnt2	chr11	-	11	403
B4galnt3	chr6	-	20	286
B4galnt4	chr7	+	20	302
B4galt1	chr4	-	6	394
B4galt2	chr4	-	8	237
B4galt3	chr1	+	8	197
B4galt4	chr16	+	7	226
B4galt5	chr2	-	9	416
B4galt6	chr18	-	9	577
B4galt7	chr13	+	6	157
B630005N14Rik	chr6	-	5	4141
B630019K06Rik	chrX	+	1	2625
B830017H08Rik	chr16	+	2	1119
B930003M22Rik	chr17	+	1	1223
B930007M17Rik	chr3	+	14	2818
B930018H19	chr8	-	5	2121
B930025P03Rik	chr8	-	6	3085
B930041F14Rik	chr4	+	1	2142
B930059L03Rik	chr12	+	1	1306
B9d1	chr11	+	7	785
B9d2	chr7	+	3	1021
Baalc	chr15	+	2	2315
Baat	chr4	-	4	193
Baat1	chr5	+	13	380
Bace1	chr9	+	9	4194
Bace2	chr16	+	9	3736
Bach1	chr16	+	5	5858
Bach2	chr4	+	5	8493
Bad	chr19	+	4	1452
Bag1	chr4	-	7	1349
Bag2	chr1	-	3	1815
Bag3	chr7	+	4	2593
Bag4	chr8	-	5	4797
Bag5	chr12	-	2	2133
Bag6	chr17	+	25	3708
Bahcc1	chr11	+	28	10727
Bahd1	chr2	+	7	4428
Bai1	chr15	+	31	6227
Bai2	chr4	+	31	5289
Bai3	chr1	-	31	5522
Baiap2	chr11	+	15	3610
Baiap2l1	chr5	-	14	3248
Baiap2l2	chr15	-	14	2072
Baiap3	chr17	-	34	4645
Bak1	chr17	-	6	2002
Bambi	chr18	+	3	5040
Bambi-ps1	chr2	-	1	1215
Banf1	chr19	-	4	821
Banf2	chr2	+	4	528
Bank1	chr3	-	17	3247
Banp	chr8	+	14	5455
Bap1	chr14	+	17	3406
Bard1	chr1	-	11	5448
Barhl1	chr2	-	3	3693
Barhl2	chr5	-	3	2314
Barx1	chr13	+	4	1361
Barx2	chr9	-	4	1791
Basp1	chr15	-	2	1855
Batf	chr12	+	3	89
Batf2	chr19	+	3	136
Batf3	chr1	+	3	70
Bax	chr7	-	6	869
Baz1a	chr12	-	27	6179
Baz1b	chr5	+	19	6433
Baz2a	chr10	+	30	8369
Baz2b	chr2	-	36	7980
BB014433	chr8	-	2	1760
BB019430	chr10	+	5	1320
BB031773	chr4	-	4	3655
BB123696	chr13	-	3	2308
BB283400	chr6	+	1	1418
BB287469	chr12	+	4	3702
BB557941	chr2	-	3	1099
Bbc3	chr7	+	4	1976
Bbip1	chr19	-	4	2506
Bbox1	chr2	-	7	1628
Bbs1	chr19	-	17	5597
Bbs10	chr10	+	2	2753
Bbs12	chr3	+	2	2434
Bbs2	chr8	-	17	2947
Bbs4	chr9	-	16	2542
Bbs5	chr2	+	12	1419
Bbs7	chr3	-	19	2598
Bbs9	chr9	+	23	3438
Bbx	chr16	-	17	8742
BC002163	chr16	+	1	500
BC002163	chr4	-	3	484
BC002230	chr12	-	14	3708
BC003266	chr4	+	2	1022
BC003331	chr1	-	14	3242
BC003965	chr17	+	2	3023
BC004004	chr17	+	9	2809
BC005537	chr13	+	5	2551
BC005561	chr5	+	2	5181
BC005624	chr2	-	9	1328
BC005764	chr10	-	8	4275
BC006779	chr2	-	19	10109
BC006965	chr11	-	6	1952
BC013529	chr10	-	8	1557
BC013712	chr4	-	6	2542
BC016423	chr13	-	20	8338
BC016495	chr19	+	9	1630
BC016579	chr16	-	6	2192
BC017158	chr7	-	13	2588
BC017612	chr9	+	3	945
BC017643	chr11	-	7	2372
BC017647	chr11	+	3	3884
BC018242	chr9	+	9	2608
BC018473	chr11	+	4	3263
BC018507	chr13	-	19	7675
BC019943	chr8	+	8	5079
BC020402	chr10	-	1	2188
BC020535	chr2	+	9	2158
BC021614	chr19	-	6	675
BC021767	chr3	-	8	2228
BC021785	chr10	-	5	5981
BC021891	chr8	+	10	5692
BC022687	chr12	+	5	1915
BC023829	chrX	-	6	1989
BC024139	chr15	-	16	2639
BC024386	chr7	+	3	1614
BC024479	chr9	+	4	2291
BC024582	chr4	-	5	1661
BC024659	chr13	+	2	4483
BC025920	chr10	+	3	1890
BC026585	chr1	+	10	1289
BC026590	chr4	+	6	4299
BC027072	chr17	-	2	5006
BC027231	chr16	+	9	2866
BC028528	chr3	-	5	447
BC029214	chr2	-	7	975
BC029722	chr2	-	2	1390
BC030307	chr10	+	17	5031
BC030336	chr7	+	3	4842
BC030476	chr15	+	3	2376
BC030500	chr8	+	3	1605
BC030867	chr11	+	10	2543
BC030870	chr8	-	3	1480
BC031181	chr18	+	3	1047
BC031353	chr9	+	14	4521
BC031361	chr16	-	1	4197
BC031781	chr1	+	7	3190
BC032203	chr17	-	11	6579
BC033916	chr17	+	3	807
BC037032	chr15	-	2	4622
BC037034	chr5	-	11	2546
BC039771	chr2	+	4	2084
BC039966	chr4	-	3	522
BC046331	chr4	+	22	3277
BC046404	chr11	-	4	1984
BC048355	chr17	+	4	1106
BC048403	chr10	+	3	3117
BC048502	chr15	-	7	723
BC048507	chr13	+	1	581
BC048546	chr6	-	36	4698
BC048562	chr9	+	4	687
BC048609	chr19	+	3	537
BC048644	chr8	+	2	2260
BC048671	chr6	+	5	1160
BC048679	chr7	-	6	690
BC048943	chr12	-	3	761
BC049352	chr9	+	5	1679
BC049635	chr4	-	5	1656
BC049715	chr6	+	3	1138
BC049730	chr7	+	7	1172
BC049762	chr11	-	3	883
BC051019	chr7	-	6	1942
BC051070	chr3	-	11	1668
BC051142	chr17	+	23	1969
BC051628	chr2	+	3	1381
BC051665	chr13	-	8	1348
BC052040	chr2	+	11	2770
BC052688	chr13	+	4	1622
BC053393	chr11	+	6	2043
BC053749	chr7	-	12	2466
BC055004	chr5	+	6	2312
BC055111	chr4	-	10	1970
BC055324	chr1	-	24	2910
BC055402	chr1	-	7	3304
BC056474	chr8	+	4	699
BC057022	chr5	+	3	2693
BC057079	chr4	+	44	5796
BC060267	chr6	-	9	2551
BC061194	chr2	+	11	1651
BC061212	chr5	-	8	3188
BC061212	chrUn_random	+	4	1594
BC061237	chr14	+	5	899
BC064078	chr6	+	3	840
BC065397	chrX	+	10	3226
BC066135	chr2	-	13	2319
BC067068	chr10	-	12	2039
BC068157	chr8	-	7	4616
BC068281	chr12	+	4	3173
BC080695	chr4	+	4	2103
BC085271	chr1_random	-	1	1475
BC085271	chrUn_random	-	1	1475
BC088983	chr8	-	11	1399
BC089491	chr7	-	6	1215
BC089597	chr10	+	4	1265
BC090627	chr15	-	27	4527
BC094916	chr1	-	5	1294
BC096441	chr11	-	13	2235
Bc1	chr12	-	3	70
Bc1	chr7	-	1	166
BC100451	chr11	-	3	1978
BC100530	chr16	-	3	441
BC117090	chr16	-	3	387
BC125332	chr2	-	7	3731
BC147527	chrUn_random	-	5	1659
Bcam	chr7	-	15	2407
Bcan	chr3	-	14	3808
Bcap29	chr12	-	8	2008
Bcap31	chrX	-	8	1214
Bcar1	chr8	-	8	3279
Bcar3	chr3	+	12	3300
Bcas1	chr2	-	13	3090
Bcas2	chr3	+	7	1413
Bcas3	chr11	+	26	3656
Bcat1	chr6	-	12	807
Bcat2	chr7	+	14	215
Bccip	chr7	+	7	1244
Bcdin3d	chr15	-	2	1271
Bche	chr3	-	4	6209
Bckdha	chr7	-	9	1773
Bckdhb	chr9	+	11	1398
Bckdk	chr7	+	12	2857
Bcl10	chr3	+	3	1760
Bcl11a	chr11	+	6	7017
Bcl11b	chr12	-	4	7923
Bcl2	chr1	-	2	7738
Bcl2a1a	chr9	+	2	796
Bcl2a1b	chr9	+	2	764
Bcl2a1c	chr9	+	1	444
Bcl2a1d	chr9	-	2	796
Bcl2l1	chr2	-	3	2371
Bcl2l10	chr9	+	2	1228
Bcl2l11	chr2	+	4	5037
Bcl2l12	chr7	-	7	1075
Bcl2l13	chr6	+	7	6933
Bcl2l14	chr6	+	7	2220
Bcl2l15	chr3	+	5	2093
Bcl2l2	chr14	+	4	3461
Bcl3	chr7	-	9	1835
Bcl6	chr16	-	10	3285
Bcl6b	chr11	-	9	3426
Bcl7a	chr5	+	6	3809
Bcl7b	chr5	+	6	1666
Bcl7c	chr7	-	6	965
Bcl9	chr3	-	7	4652
Bcl9l	chr9	+	9	5328
Bclaf1	chr10	+	13	5454
Bcmo1	chr8	+	12	2532
Bco2	chr9	-	12	2075
Bcor	chrX	-	16	7010
Bcorl1	chrX	+	15	6125
Bcr	chr10	+	23	6537
Bcs1l	chr1	+	8	1829
Bdh1	chr16	+	8	3333
Bdh2	chr3	+	10	1171
Bdkrb1	chr12	+	1	1338
Bdkrb2	chr12	+	3	1680
Bdnf	chr2	+	5	5487
Bdp1	chr13	-	39	9921
Bean1	chr8	+	7	3391
Becn1	chr11	-	12	2031
Begain	chr12	-	7	2712
Bend3	chr10	+	4	6049
Bend4	chr5	-	5	7935
Bend5	chr4	+	6	1908
Bend6	chr1	-	7	2292
Bend7	chr2	+	9	3837
Best1	chr19	-	12	203
Best2	chr8	-	10	205
Best3	chr10	+	10	267
Bet1	chr6	-	4	145
Bet1l	chr7	-	4	154
Bet3l	chr10	+	7	115
Beta-s	chr7	-	3	63
Bex1	chrX	-	3	866
Bex2	chrX	-	3	902
Bex4	chrX	+	3	782
Bex6	chr16	+	3	983
Bfar	chr16	+	8	3003
Bfsp1	chr2	-	8	2372
Bfsp2	chr9	-	7	1570
Bglap	chr3	-	4	624
Bglap2	chr3	-	4	471
Bglap-rs1	chr3	-	4	611
Bgn	chrX	+	8	2389
Bhlha15	chr5	+	2	3494
Bhlha9	chr11	+	1	1207
Bhlhb9	chrX	+	5	2825
Bhlhe22	chr3	+	1	3190
Bhlhe23	chr2	-	1	2520
Bhlhe40	chr6	+	5	3113
Bhlhe41	chr6	-	5	1421
Bhmt	chr13	-	8	203
Bhmt2	chr13	-	8	205
Bicc1	chr10	-	21	3097
Bicd1	chr6	+	9	5293
Bicd2	chr13	+	7	6351
Bid	chr6	-	6	1891
Bik	chr15	+	5	943
Bin1	chr18	+	19	2455
Bin3	chr14	+	9	1727
Birc2	chr9	-	7	3140
Birc3	chr9	-	9	2811
Birc5	chr11	+	3	3416
Birc6	chr17	+	73	16212
Birc7	chr2	+	7	1178
Bivm	chr1	+	10	3571
Blcap	chr2	-	2	2080
Blk	chr14	-	13	2475
Blm	chr7	-	23	4946
Blmh	chr11	+	12	2355
Blnk	chr19	-	17	2097
Bloc1s1	chr10	-	4	550
Bloc1s2	chr19	-	5	897
Bloc1s3	chr7	-	2	1834
Blvra	chr2	+	8	1170
Blvrb	chr7	+	5	865
Blzf1	chr1	-	8	4035
Bmf	chr2	-	5	4633
Bmi1	chr2	+	10	3594
Bmp1	chr14	-	20	4454
Bmp10	chr6	+	2	1317
Bmp15	chrX	-	2	3063
Bmp2	chr2	+	3	2515
Bmp2k	chr5	+	16	6568
Bmp3	chr5	+	3	3112
Bmp4	chr14	-	4	1993
Bmp5	chr9	+	7	2528
Bmp6	chr13	+	7	2410
Bmp7	chr2	-	7	1966
Bmp8a	chr4	-	7	1912
Bmp8b	chr4	+	7	2940
Bmper	chr9	+	15	3793
Bmpr1a	chr14	-	13	5481
Bmpr1b	chr3	-	11	5336
Bmpr2	chr1	+	13	3507
Bms1	chr6	-	23	4288
Bmx	chrX	-	19	3005
Bmyc	chr2	+	1	841
Bnc1	chr7	-	5	4663
Bnc2	chr4	-	6	6453
Bnip1	chr17	+	6	1085
Bnip2	chr9	+	11	2429
Bnip3	chr7	-	6	1756
Bnip3l	chr14	-	6	3237
Bnipl	chr3	-	10	1788
Boc	chr16	-	19	4428
Bod1	chr11	-	4	1402
Bod1l	chr5	-	27	10539
Bok	chr1	+	5	1432
Bola1	chr3	-	2	729
Bola2	chr7	+	3	337
Bola3	chr6	+	4	530
Boll	chr1	-	11	1258
Bop1	chr15	-	16	2476
Bpgm	chr6	+	3	2068
Bphl	chr13	+	7	1209
Bpi	chr2	+	15	1779
Bpifa1	chr2	+	9	1104
Bpifa2e	chr2	+	9	961
Bpifa3	chr2	+	7	1095
Bpifa5	chr2	+	9	1085
Bpifa6	chr2	+	11	1572
Bpifb1	chr2	+	17	1712
Bpifb2	chr2	+	16	1730
Bpifb3	chr2	+	16	1821
Bpifb4	chr2	+	16	2115
Bpifb5	chr2	+	15	1637
Bpifb6	chr2	+	17	1667
Bpifb9a	chr2	+	15	2038
Bpifb9b	chr2	+	15	2046
Bpifc	chr10	-	16	2328
Bpnt1	chr1	+	9	213
Bptf	chr11	-	28	1135
Braf	chr6	-	22	9727
Brap	chr5	+	12	3712
Brca1	chr11	-	23	6648
Brca2	chr5	+	27	10734
Brcc3	chrX	+	12	4456
Brd1	chr15	-	13	5137
Brd2	chr17	-	15	5025
Brd3	chr2	-	14	5565
Brd4	chr17	-	21	6251
Brd7	chr8	-	17	2370
Brd8	chr18	-	22	4677
Brd9	chr13	+	16	2407
Brdt	chr5	+	19	494
Bre	chr5	+	14	1460
Brf1	chr12	-	18	2755
Brf2	chr8	-	4	1383
Bri3	chr5	+	4	1142
Bri3bp	chr5	+	3	6988
Brip1	chr11	-	20	6933
Brix1	chr15	-	10	2654
Brms1	chr19	+	10	1338
Brms1l	chr12	+	10	2566
Brox	chr1_random	-	14	3456
Brp44	chr1	+	5	854
Brp44l	chr17	+	4	907
Brpf1	chr6	+	13	4430
Brpf3	chr17	+	13	5973
Brs3	chrX	+	3	2772
Brsk1	chr7	+	19	3185
Brsk2	chr7	+	22	4350
Brwd1	chr16	-	42	11242
Brwd3	chrX	-	41	6434
Bscl2	chr19	+	12	2210
Bsdc1	chr4	+	11	2659
Bsg	chr10	+	8	1752
Bsn	chr9	-	12	15937
Bsnd	chr4	-	4	2714
Bsph1	chr7	+	5	822
Bspry	chr4	+	7	1743
Bst1	chr5	+	9	230
Bst2	chr8	-	5	75
Bsx	chr9	+	3	875
Btaf1	chr19	+	38	837
Btbd1	chr7	-	8	295
Btbd10	chr7	-	11	251
Btbd11	chr10	+	18	588
Btbd16	chr7	+	16	337
Btbd17	chr11	-	3	224
Btbd19	chr4	-	7	255
Btbd2	chr10	-	9	298
Btbd3	chr2	+	5	509
Btbd6	chr12	+	5	208
Btbd7	chr12	-	12	426
Btbd9	chr17	-	11	682
Btc	chr5	-	6	283
Btd	chr14	+	4	192
Btf3	chr13	-	6	110
Btf3l4	chr4	-	6	309
Btg1	chr10	+	2	500
Btg2	chr1	-	2	307
Btg3	chr16	-	5	135
Btg4	chr9	+	5	127
Btk	chrX	-	19	243
Btla	chr16	+	6	320
Btn1a1	chr13	-	8	343
Btn2a2	chr13	-	8	295
Btn3a3	chr17	-	9	172
Btnl2	chr17	+	9	252
Btnl3	chr17	+	10	208
Btnl5	chr17	-	9	255
Btnl6	chr17	-	9	158
Btnl9	chr11	-	10	241
Btrc	chr19	+	15	625
Bub1	chr2	-	25	4337
Bub1b	chr2	+	23	3669
Bub3	chr7	+	8	2055
Bud13	chr9	+	10	2208
Bud31	chr5	+	5	705
Butr1	chr11	+	5	100
Bves	chr10	+	8	1607
Bysl	chr17	-	7	3854
Bzrap1	chr11	+	32	7616
Bzw1	chr1	+	12	2833
Bzw2	chr12	-	12	1871
C030006K11Rik	chr15	-	3	1821
C030007H22Rik	chr1	-	3	591
C030016D13Rik	chr19	+	1	2595
C030019I05Rik	chr11	+	2	2263
C030023E24Rik	chrX	+	1	2872
C030030A07Rik	chr6	-	2	2052
C030034I22Rik	chr17	+	1	2746
C030034L19Rik	chr3	+	2	3135
C030037D09Rik	chr11	+	4	1056
C030039L03Rik	chr7	+	7	4737
C030044B11Rik	chr13	+	2	1461
C030046E11Rik	chr19	+	26	6282
C030046I01Rik	chr10	-	8	1821
C030048B08Rik	chr5	-	5	2330
C130022K22Rik	chr6	+	11	1757
C130026I21Rik	chr1	-	8	1971
C130026L21Rik	chr5	+	4	1838
C130036L24Rik	chr1	+	2	1266
C130039O16Rik	chr12	-	14	7368
C130050O18Rik	chr5	+	2	2006
C130060K24Rik	chr6	+	6	2953
C130071C03Rik	chr13	+	4	1368
C130074G19Rik	chr1	-	2	2853
C130079G13Rik	chr3	+	6	2789
C130080G10Rik	chr2	+	3	1906
C130083M11Rik	chr5	-	8	2071
C1d	chr11	+	5	2957
C1galt1	chr6	+	4	204
C1galt1c1	chrX	-	2	150
C1qa	chr4	-	3	1082
C1qb	chr4	-	3	1061
C1qbp	chr11	-	6	1165
C1qc	chr4	-	3	1054
C1ql1	chr11	-	2	1246
C1ql2	chr1	+	2	2000
C1ql3	chr2	-	2	3163
C1ql4	chr15	-	2	717
C1qtnf1	chr11	+	6	450
C1qtnf2	chr11	+	4	120
C1qtnf3	chr15	+	6	255
C1qtnf4	chr2	+	2	135
C1qtnf5	chr9	+	14	420
C1qtnf6	chr15	-	3	242
C1qtnf7	chr5	+	4	167
C1qtnf9	chr14	+	4	188
C1ra	chr6	+	11	2762
C1rb	chr6	+	11	2166
C1rl	chr6	+	6	3010
C1s	chr6	-	12	2985
C2	chr17	-	18	2644
C230004F18Rik	chrX	+	8	869
C230035I16Rik	chr13	-	4	617
C230052I12Rik	chr7	-	4	1788
C230079O03	chr7	-	5	1385
C230081A13Rik	chr9	-	7	10979
C230091D08Rik	chr7	-	3	3708
C230096C10Rik	chr4	+	24	6226
C2cd2	chr16	-	14	6556
C2cd2l	chr9	-	14	4334
C2cd3	chr7	+	33	7811
C2cd4a	chr9	-	2	1352
C2cd4b	chr9	+	2	1330
C2cd4c	chr10	-	2	6754
C2cd4d	chr3	+	2	1316
C3	chr17	-	41	5133
C330005M16Rik	chr7	-	13	1923
C330006K01Rik	chr5	+	17	3817
C330007P06Rik	chrX	-	7	3339
C330008G21Rik	chr2	+	3	631
C330018D20Rik	chr18	-	5	2413
C330019G07Rik	chr5	-	11	10546
C330021F23Rik	chr8	+	6	1621
C330024D21Rik	chr5	+	5	2763
C330027C09Rik	chr16	+	21	3974
C330046G13Rik	chr10	-	4	1334
C3ar1	chr6	-	2	4299
C430002E04Rik	chr3	-	2	2168
C430048L16Rik	chr4	+	4	3426
C430049B03Rik	chrX	-	4	2993
C4a	chr17	-	41	5361
C4b	chr17	-	41	5393
C4bp	chr1	-	10	1883
C4bp-ps1	chr1	-	6	754
C530005A16Rik	chr4	-	3	2436
C530008M17Rik	chr5	+	9	6835
C530028O21Rik	chr6	+	8	2341
C5ar1	chr7	-	3	2570
C6	chr15	+	16	2841
C630004H02Rik	chr11	-	19	3237
C630020P19Rik	chr2	-	3	4233
C630028M04Rik	chr4	-	3	3387
C630043F03Rik	chr4	+	1	2687
C730027H18Rik	chr10	-	8	2300
C730036E19Rik	chr1	+	7	2640
C77080	chr4	-	7	5187
C77370	chrX	-	5	10890
C78339	chr13	+	5	1381
C80913	chr7	-	11	3451
C85492	chr9	-	2	2369
C86187	chr7	-	2	2020
C86695	chr8	+	5	1887
C87414	chr5	-	6	2719
C87436	chr6	+	11	3122
C87499	chr4	-	4	1828
C87977	chr4	-	4	1826
C8a	chr4	-	11	3635
C8b	chr4	+	12	2239
C8g	chr2	-	7	1038
C9	chr15	+	11	1767
C920006O11Rik	chr9	+	4	1447
C920009B18Rik	chr10	+	3	4515
C920021L13Rik	chr3	+	4	1726
Cab39	chr1	+	9	3800
Cab39l	chr14	+	11	3037
Cabin1	chr10	-	37	7460
Cables1	chr18	+	10	3343
Cables2	chr2	-	10	2945
Cabp1	chr5	-	7	1181
Cabp2	chr19	+	8	1290
Cabp4	chr19	-	6	1433
Cabp5	chr7	+	6	1745
Cabp7	chr11	-	5	699
Cabyr	chr18	+	6	2125
Cachd1	chr4	+	27	4965
